sample_old,tot,het,period_2,period_3,period_4,period_5,period_6
B589_L3_369369,32262,22523,18914,3309,7577,2151,311
B58_L3L4_392392,31262,21693,17958,3207,7636,2123,338
B590_L3_354354,32184,22571,18938,3257,7555,2124,310
B591_L2L4_370370,32267,22557,18925,3333,7575,2122,312
B592_L4_371371,32598,23053,19115,3366,7672,2140,305
B593_L4_372372,32206,22615,18844,3247,7643,2157,315
B594_L4_373373,32155,22650,18815,3253,7634,2137,316
B595_L4_374374,32485,22701,19118,3299,7636,2120,312
B598_L4_376376,32479,22717,19095,3319,7632,2108,325
B599_L4_377377,32147,22492,18922,3262,7513,2138,312
B59_L3L4_393393,32696,22843,19125,3357,7676,2202,336
B5_L2_338338,32475,22884,19078,3369,7571,2146,311
B600_L1L3_378378,32224,22532,18909,3269,7607,2109,330
B601_L1L2_379379,32123,22527,18861,3284,7513,2153,312
B603_L1L4_385385,32432,22627,18967,3317,7678,2148,322
B604_L1_355355,32300,22577,18914,3267,7692,2116,311
B605_L1_380380,32305,22690,18989,3268,7580,2158,310
B606_L1_381381,32480,22754,19141,3314,7590,2117,318
B607_L1_383383,32465,22681,19123,3381,7480,2155,326
B608_L1_384384,32133,21488,18913,3246,7527,2134,313
B609_L2_386386,32586,23004,19196,3331,7542,2192,325
B60_L2L4_394394,32217,22635,18831,3334,7565,2163,324
B610_L2_362362,32571,22929,19114,3384,7622,2132,319
B611_L2_387387,32230,22600,18867,3341,7597,2101,324
B613_L2L3_389389,32188,22503,18871,3264,7585,2168,300
B614_L2_391391,32460,22666,19092,3327,7592,2125,324
B615_L2_392392,32321,22724,18972,3276,7650,2127,296
B616_L2_393393,32436,22783,19020,3310,7670,2124,312
B617_L2_394394,32067,22512,18890,3271,7508,2082,316
B618_L3_395395,31990,22224,18776,3237,7541,2128,308
B61_L4_395395,32383,22618,18997,3371,7550,2160,305
B620_L3_302302,32352,22514,18991,3265,7604,2191,301
B621_L1L3_348348,32239,22608,18896,3276,7584,2160,323
B622_L3_303303,31896,22312,18640,3247,7582,2109,318
B624_L3_309309,32378,22728,19015,3297,7580,2162,324
B625_L3_310310,32342,22643,19039,3289,7569,2124,321
B626_L2L3_313313,32347,22777,18913,3328,7638,2155,313
B627_L3_301301,32281,22543,18943,3324,7574,2128,312
B628_L4_304304,32366,22727,19046,3290,7543,2165,322
B629_L3L4_305305,32352,22633,19009,3332,7575,2123,313
B62_L2L4_302302,32013,22150,18789,3273,7518,2123,310
B630_L2L4_396396,32210,22596,18925,3261,7603,2102,319
B631_L4_307307,32467,22697,19092,3371,7567,2121,316
B632_L3L4_308308,32465,22771,19067,3306,7657,2118,317
B633_L4_385385,32312,22647,18994,3304,7531,2140,343
B636_L4_312312,32543,22908,19061,3336,7639,2178,329
B637_L1_314314,32415,22756,18947,3341,7682,2128,317
B638_L1_316316,32533,22969,19136,3339,7617,2118,323
B639_L1_388388,32171,22620,18849,3284,7585,2156,297
B63_L2L3_303303,32113,22359,18715,3380,7569,2128,321
B640_L1_382382,31991,22296,18756,3276,7546,2120,293
B641_L1_317317,32339,22503,19080,3226,7603,2127,303
B642_L1_318318,32724,23152,19137,3403,7667,2206,311
B643_L1_319319,32546,22858,19197,3293,7579,2169,308
B644_L1L2_320320,32583,22931,19189,3348,7604,2145,297
B645_L2L3_321321,32121,22569,18955,3199,7497,2158,312
B646_L2_322322,32357,22871,19020,3292,7600,2139,306
B647_L2_323323,32211,22432,18983,3240,7532,2156,300
B649_L2_325325,32533,23036,19176,3298,7559,2178,322
B64_L4_309309,32212,22581,18896,3319,7556,2133,308
B650_L2_326326,32392,22778,19075,3294,7596,2133,294
B651_L2_328328,32331,22639,19058,3287,7575,2094,317
B652_L2_329329,32331,22745,18997,3287,7628,2104,315
B653_L3_330330,32336,22803,19010,3324,7599,2103,300
B654_L3_327327,32401,22521,19077,3299,7571,2159,295
B655_L3_332332,32184,22483,18930,3296,7515,2130,313
B656_L1L3_390390,32161,22663,18800,3299,7627,2110,325
B657_L3_333333,32227,22701,18991,3266,7533,2128,309
B658_L3_334334,32200,22646,18907,3303,7541,2141,308
B659_L3_335335,32481,22924,19128,3300,7569,2162,322
B65_L3_310310,32611,22984,19106,3389,7621,2170,325
B660_L3_336336,32528,22917,19217,3303,7578,2141,289
B661_L3_337337,32070,22365,18760,3314,7564,2129,303
B664_L4_340340,32234,22587,18910,3247,7611,2150,316
B666_L4_342342,32600,22784,19237,3342,7585,2145,291
B667_L2L4_343343,32202,22666,18885,3324,7528,2160,305
B668_L4_344344,32463,22782,19164,3255,7600,2134,310
B669_L4_345345,32340,22747,19012,3298,7619,2098,313
B66_L4_313313,32421,22607,18942,3328,7674,2173,304
B670_L1_346346,32430,22783,19089,3324,7586,2122,309
B675_L1_351351,32202,22658,18936,3305,7550,2101,310
B676_L1_352352,32470,22747,19030,3326,7637,2155,322
B678_L1_353353,32365,22617,19038,3293,7611,2113,310
B679_L1_356356,32381,22687,19110,3211,7619,2139,302
B67_L3_315315,32212,22475,18962,3319,7540,2080,311
B681_L2L4_358358,32389,22820,19052,3264,7607,2146,320
B682_L2_359359,32171,22367,18990,3169,7577,2110,325
B683_L2L4_360360,32154,22483,18900,3231,7650,2083,290
B684_L4_361361,32339,22578,18990,3303,7617,2120,309
B685_L4_363363,32486,22768,19193,3290,7557,2127,319
B687_L1_301301,32446,22815,19025,3335,7627,2122,337
B68_L4_327327,31793,22151,18645,3246,7517,2077,308
B691_L1L2_307307,32657,23037,19002,3390,7757,2163,345
B694_L1_312312,32613,22883,19129,3381,7600,2168,335
B695_L1_314314,32481,22591,19094,3382,7531,2150,324
B696_L1_316316,32563,22989,19162,3318,7621,2141,321
B698_L1_318318,32751,22864,19211,3380,7686,2137,337
B699_L1_319319,32611,23095,19168,3383,7557,2179,324
B69_L2L4_331331,32215,22531,18885,3279,7605,2101,345
B6_L4_339339,32106,22401,18773,3294,7545,2170,324
B7001,31126,21881,17987,3239,7490,2103,307
B7003,29794,20910,17027,3127,7257,2091,292
B7004,31742,22416,18554,3302,7488,2080,318
B7005,30500,21375,17549,3179,7369,2083,320
B7006,31373,22048,18144,3285,7500,2132,312
B7007,30426,21325,17452,3172,7384,2107,311
B7008,31742,22341,18521,3291,7447,2157,326
B700_L2_320320,32531,22886,19050,3393,7605,2166,317
B7010,31223,22024,17970,3281,7579,2082,311
B702_L2_321321,32689,23000,19198,3382,7617,2162,330
B703_L2_322322,32767,23048,19277,3393,7655,2131,311
B704_L2_323323,32776,23174,19218,3368,7690,2181,319
B705_L1L2_324324,32217,22630,18835,3271,7638,2148,325
B706_L2_325325,32823,23235,19339,3372,7649,2134,329
B707_L2_326326,32585,23053,19088,3377,7654,2137,329
B709_L2_329329,32845,23229,19304,3353,7693,2171,324
B710_L3_330330,32499,22751,19037,3370,7598,2164,330
B712_L3L4_385385,32496,22781,19017,3369,7662,2121,327
B713_L3_332332,32704,22997,19108,3408,7663,2192,333
B714_L3_333333,32624,22978,19145,3395,7605,2161,318
B715_L3_334334,32648,22894,19203,3344,7623,2172,306
B717_L3_335335,32457,22687,19017,3405,7570,2144,321
B719_L3_336336,32621,22981,19149,3366,7648,2145,313
B71_L1L2_348348,31990,22256,18697,3256,7624,2105,308
B720_L3_337337,32600,22826,19193,3370,7569,2150,318
B721_L4_338338,32374,22734,18956,3358,7556,2170,334
B722_L4_339339,32703,23182,19183,3401,7609,2181,329
B723_L1_340340,32549,22810,19171,3341,7579,2136,322
B724_L4_341341,32505,22886,19092,3345,7589,2145,334
B725_L4_342342,32677,23181,19273,3337,7576,2161,330
B726_L4_343343,32537,23025,19117,3391,7532,2173,324
B727_L4_344344,32350,22599,19008,3300,7543,2162,337
B728_L2L4_345345,32592,22892,19151,3371,7570,2169,331
B729_L4_346346,32636,23037,19139,3349,7662,2158,328
B730_L1_347347,32667,22994,19201,3382,7633,2115,336
B731_L1_349349,32555,22923,19180,3347,7563,2139,326
B732_L1_350350,32619,22945,19182,3404,7557,2152,324
B733_L1L4_351351,32407,22784,19009,3377,7586,2127,308
B734_L1_352352,32515,22891,19072,3326,7641,2158,318
B735_L1_353353,32822,23058,19327,3354,7627,2182,332
B736_L1_356356,32412,22764,18980,3272,7686,2144,330
B737_L1_357357,32593,22938,19114,3364,7637,2146,332
B739_L1_359359,32621,23135,19110,3350,7637,2187,337
B73_L4_355355,32055,22235,18770,3251,7563,2152,319
B741_L1_361361,32164,22647,18764,3318,7603,2154,325
B742_L1_363363,32679,23108,19090,3410,7671,2167,341
B744_L2_365365,32667,23130,19218,3349,7664,2122,314
B745_L2_366366,32711,23190,19205,3393,7617,2157,339
B746_L2_368368,32677,22852,19213,3362,7610,2162,330
B748_L2_370370,32684,22908,19177,3366,7666,2161,314
B750_L1L2_372372,32492,22905,19065,3338,7660,2121,308
B751_L3_373373,32710,23097,19279,3366,7559,2175,331
B752_L3_374374,32727,23065,19186,3372,7669,2152,348
B753_L1_375375,32574,23041,19110,3391,7560,2196,317
B754_L2_382382,32241,22524,18952,3333,7521,2118,317
B755_L3_376376,32750,22963,19233,3446,7609,2154,308
B756_L3_377377,32625,22945,19179,3311,7600,2182,353
B757_L2L3_388388,32475,22850,18941,3400,7679,2135,320
B758_L3_378378,32523,22745,19125,3355,7584,2149,310
B759_L3_379379,32789,23050,19184,3430,7675,2177,323
B75_L1_127127,30424,21074,17467,3170,7420,2067,300
B760_L3_362362,32478,22879,19113,3363,7542,2152,308
B761_L4_380380,32382,22699,19096,3261,7584,2118,323
B763_L4_383383,32413,22831,19074,3317,7581,2128,313
B764_L2_384384,32474,22768,18971,3348,7673,2158,324
B765_L4_386386,32905,23265,19295,3384,7707,2175,344
B766_L4_387387,32572,22905,19057,3361,7658,2170,326
B767_L4_389389,32401,22683,19079,3327,7498,2163,334
B768_L4_391391,32808,23145,19249,3431,7611,2171,346
B769_L4_392392,32875,23295,19316,3372,7649,2185,353
B76_L2_385385,32277,22490,18887,3331,7582,2149,328
B770_L1_393393,32672,22973,19179,3393,7665,2100,335
B771_L1L4_394394,32568,23089,19037,3369,7662,2170,330
B772_L1_395395,32721,22918,19241,3332,7670,2165,313
B773_L1_302302,32341,22746,18979,3316,7556,2153,337
B774_L1_303303,32276,22665,18916,3312,7569,2156,323
B775_L1_309309,32080,22586,18791,3332,7495,2138,324
B777_L1L2_390390,32523,22840,19062,3315,7688,2135,323
B779_L2_310310,32567,22977,19083,3342,7696,2140,306
B77_L2_388388,31836,22156,18703,3212,7461,2161,299
B780_L2_313313,32399,22672,18940,3323,7678,2131,327
B781_L2_315315,32563,22831,19129,3357,7615,2133,329
B782_L2_327327,32499,22869,19111,3354,7568,2152,314
B784_L1L2_348348,32587,23120,19082,3393,7678,2118,316
B785,32756,23245,19239,3375,7652,2145,345
B786,31993,22477,18660,3345,7569,2093,326
B787,32407,22840,18964,3340,7642,2139,322
B78_L2_390390,32168,22369,18877,3326,7564,2077,324
B792,32275,22876,18952,3354,7545,2097,327
B793,31326,22144,18105,3255,7568,2093,305
B794,32292,23035,18786,3332,7642,2193,339
B795,32444,23044,19004,3374,7604,2143,319
B796,32102,22655,18656,3396,7601,2131,318
B797,32276,22988,18804,3367,7632,2140,333
B798,31839,22757,18442,3357,7625,2101,314
B799,31782,22453,18445,3337,7547,2131,322
B79_L1_396396,32277,22646,18908,3274,7629,2143,323
B7_L2_340340,32368,22509,18926,3345,7617,2165,315
B800,32073,22708,18591,3396,7585,2165,336
B801,32005,22729,18578,3357,7618,2158,294
B803,31763,22595,18469,3285,7578,2110,321
B804,31870,22739,18433,3333,7669,2095,340
B80_L3_354354,32459,22871,19121,3312,7583,2126,317
B81_L1_301301,32569,22573,19131,3340,7628,2138,332
B82_L1_304304,32596,22992,19179,3345,7581,2160,331
B83_L1_305305,32078,22415,18927,3274,7408,2166,303
B84_L1_306306,32592,23008,19113,3357,7639,2151,332
B85_L1_307307,32456,22963,19093,3311,7576,2130,346
B86_L1_308308,32687,23007,19228,3377,7593,2165,324
B87_L1L2_311311,32547,22858,19151,3330,7577,2155,334
B88_L1_312312,32714,22945,19198,3382,7616,2183,335
B89_L1_314314,32015,21607,18753,3287,7495,2144,336
B90_L1_316316,32193,22471,18893,3314,7583,2076,327
B91_L1_317317,32587,23051,19104,3314,7714,2122,333
B92_L2L4_318318,32375,22744,18982,3316,7599,2134,344
B93_L1_319319,32295,22564,18876,3369,7600,2125,325
B94_L1_320320,32468,22815,18998,3347,7661,2143,319
B95_L1L2_321321,32398,22890,18990,3336,7630,2129,313
B96_L2L3_331331,32079,22588,18572,3424,7661,2104,318
B99_L1L2_322322,32785,23179,19231,3422,7638,2176,318
B9_L2_341341,32096,22605,18869,3310,7482,2119,316
ChongQ-363-1,31871,22872,18716,3210,7512,2132,301
Chuan-494,32215,23018,18954,3226,7522,2173,340
Chuan-845-1,31505,22489,18587,3098,7410,2099,311
Chuan-845-2,32117,23169,18868,3274,7522,2138,315
Chuan-845-3-1,31873,22986,18692,3227,7527,2121,306
Chuan-845-3-2,32049,22081,18908,3228,7446,2160,307
DN1706220205LD01,30712,20817,18227,3047,7174,1980,284
DN1706220209LD01,32458,22428,19104,3283,7568,2187,316
DN1706220210LD01,32138,22400,18767,3305,7595,2153,318
DN1706220229LD01,32324,22439,18867,3339,7675,2139,304
DN1706220230LD01,32283,22614,18982,3280,7535,2173,313
DN1706220237LD01,31495,21982,18704,3147,7323,2045,276
DN1706220240LD01,30128,20272,17846,2991,7123,1885,283
DN1706220245LD01,32180,22485,18837,3303,7555,2156,329
DN1706220246LD01,32269,22503,18886,3320,7534,2198,331
E2001,31917,22586,18579,3338,7557,2112,331
E2002,32781,23348,19123,3435,7713,2180,330
E3001,32598,22962,19172,3387,7554,2170,315
E3002,32645,23242,19219,3367,7591,2136,332
E3003,30709,21561,17624,3283,7398,2069,335
E3004,30770,21811,17610,3268,7485,2098,309
E3005,31738,22294,18324,3342,7609,2145,318
E3006,32279,22896,18878,3380,7518,2182,321
E4001,31368,22225,18112,3287,7531,2126,312
E4002,31905,22367,18583,3287,7609,2111,315
E4003,32515,22994,19122,3357,7578,2133,325
E4004,31924,22511,18657,3284,7548,2108,327
E4005,32568,22751,19071,3367,7592,2201,337
E4006,31735,22299,18405,3268,7631,2108,323
E4007,32625,22817,19159,3339,7624,2162,341
E4008,31220,22088,17985,3258,7531,2122,324
F-zhangxiaoming,30435,21088,17679,3151,7320,1994,291
F0258T,17979,12010,10270,1836,4535,1182,156
GDong-020,30176,20934,17569,3087,7246,1984,290
GDong-161,30554,20988,17761,3116,7339,2050,288
GDong-248,30315,20959,17673,3108,7275,1961,298
GDong-299,29300,20106,16881,3054,7119,1968,278
GDong-397-1,32073,22907,18924,3199,7506,2134,310
Gan-038-2,31864,22756,18643,3225,7591,2102,303
Gan-451,32577,22668,19090,3348,7655,2148,336
HLJ-024-1,32266,23243,19032,3266,7490,2136,342
HLJ-098,32588,22688,19127,3311,7654,2180,316
HeN-277,30377,21147,17596,3101,7360,2022,298
HeN-330,30457,21109,17782,3115,7278,1992,290
HeN-426,30230,20910,17516,3110,7282,2024,298
HeN-495,29742,20594,17226,3048,7192,1998,278
HuB-412,32485,22611,19035,3358,7594,2174,324
HuN-017,32360,22495,18913,3325,7589,2213,320
HuN-030,32675,22768,19262,3328,7606,2161,318
HuN-388,32595,22693,19118,3326,7636,2203,312
LiaoN-025,32547,22785,19082,3321,7645,2168,331
M-zhangxiaoming,30466,21069,17717,3050,7370,2052,277
Nova_2,29104,21307,16903,2861,7099,1967,274
R01-whiteBC,31660,22576,18300,3399,7508,2145,308
R02-whiteBC,28823,21098,16075,3125,7276,2067,280
R03-xueningkuai,31827,22530,18514,3253,7575,2160,325
R04-whiteBC,32448,22897,19005,3345,7641,2147,310
R05-xueningkuai,32153,22707,18869,3344,7518,2103,319
R06-whiteBC,29024,20398,16487,3089,7122,2031,295
R07-whiteBC,31069,22130,17886,3342,7454,2072,315
R08-xueningkuai,29778,19793,17223,3113,7123,2031,288
R09-xueningkuai,30893,21993,17724,3224,7501,2142,302
R10-whiteBC,31019,21771,17905,3262,7397,2121,334
SD-JN-110,32659,22731,19153,3340,7609,2219,338
HG00315,32513,22958,18898,3348,7735,2202,330
HG00327,32551,22775,19047,3331,7663,2193,317
HG00334,32558,22876,19070,3335,7650,2171,332
HG00339,32510,22830,18997,3397,7559,2220,337
HG00341,32553,22694,19040,3385,7603,2184,341
HG00346,32247,22309,18829,3313,7621,2146,338
HG00353,32517,22941,18962,3353,7680,2181,341
HG00358,32609,22734,19098,3361,7650,2167,333
HG00360,32657,23045,19052,3376,7716,2170,343
HG00365,32563,22995,18922,3390,7710,2218,323
HG00372,32366,22644,18865,3358,7637,2175,331
HG00384,32427,22704,18933,3349,7613,2201,331
HG00404,32452,22340,19008,3384,7581,2169,310
HG00409,32312,22116,18982,3326,7541,2137,326
HG00106,32578,22978,18999,3394,7652,2182,351
HG00113,32300,22674,18783,3355,7663,2160,339
HG00118,32756,23281,19095,3385,7672,2260,344
HG00120,32678,23093,19003,3421,7693,2214,347
HG00125,32620,23094,19029,3365,7698,2204,324
HG00132,32576,22860,18911,3363,7766,2208,328
HG00137,32593,23105,18996,3407,7650,2218,322
HG00149,32667,23080,19014,3414,7698,2172,369
HG00151,32625,22948,18998,3388,7732,2158,349
HG00182,32489,23022,18940,3321,7678,2221,329
HG00187,32634,22976,18898,3395,7804,2206,331
HG00233,32704,23123,19010,3410,7762,2204,318
HG00238,32512,22764,18911,3388,7677,2208,328
HG00240,32503,22746,18847,3380,7744,2200,332
HG00245,32889,23270,19174,3403,7732,2239,341
HG00252,32428,22761,18953,3374,7592,2190,319
HG00257,32662,23003,19049,3360,7724,2192,337
HG00264,32649,23115,19045,3383,7725,2177,319
HG00269,32373,22663,18894,3298,7659,2190,332
HG00271,32415,22666,18981,3320,7607,2173,334
HG00276,32400,22683,18780,3368,7716,2200,336
HG00288,32407,22847,18967,3358,7610,2142,330
HG00290,32489,22771,19002,3368,7600,2191,328
HG00308,32211,22499,18834,3338,7508,2193,338
HG00310,32436,22787,18952,3352,7635,2179,318
HG00097,32727,23078,19079,3387,7704,2230,327
HG00100,32584,22792,18940,3380,7731,2182,351
HG00101,32574,22965,19058,3351,7622,2207,336
HG00105,32554,22954,18890,3386,7718,2221,339
HG00112,32498,22744,18886,3437,7629,2200,346
HG00428,32296,22195,18886,3285,7620,2179,326
HG00117,32464,22503,18953,3325,7635,2215,336
HG00442,32193,22206,18943,3310,7465,2136,339
HG00129,32267,22733,18869,3337,7603,2119,339
HG00131,32710,23066,19079,3382,7678,2236,335
HG00473,32556,22365,19145,3350,7617,2124,320
HG00136,32475,22927,18872,3337,7709,2210,347
HG00478,32344,22206,18985,3326,7557,2166,310
HG00143,32569,23133,19036,3358,7671,2176,328
HG00148,32498,22969,18900,3351,7667,2244,336
HG00500,32513,22429,19041,3350,7633,2152,337
HG00150,32809,23228,19183,3443,7654,2185,344
HG00155,32357,22669,18862,3333,7636,2192,334
HG00524,32387,22366,18937,3387,7584,2152,327
HG00174,32671,23066,19057,3410,7655,2221,328
HG00531,32489,22291,19084,3301,7634,2134,336
HG00179,32616,23003,18948,3347,7783,2212,326
HG00536,32252,22233,18873,3322,7523,2214,320
HG00181,32685,23206,18976,3428,7747,2207,327
HG00186,32682,22910,18976,3446,7716,2199,345
HG00232,32569,23106,18948,3347,7750,2188,336
HG00740,33630,24370,19537,3511,7937,2282,363
HG00237,32564,22955,19059,3365,7593,2214,333
HG00978,32635,22613,19101,3381,7678,2147,328
HG00244,32720,23210,19080,3387,7711,2198,344
HG00319,32622,22937,19059,3363,7694,2182,324
HG01197,33060,23594,19251,3451,7778,2233,347
HG00321,32624,22855,18994,3449,7637,2207,337
HG01200,32885,23190,19097,3393,7865,2213,317
HG00326,32636,22892,19022,3334,7717,2216,347
HG01205,33765,24610,19548,3585,8041,2254,337
HG00338,32479,22928,18916,3393,7722,2119,329
HG00345,32692,23098,19143,3394,7628,2208,319
HG01248,33757,24587,19481,3487,8140,2309,340
HG00357,32569,22880,19003,3390,7656,2169,351
HG01250,33124,23816,19245,3445,7838,2246,350
HG00364,32570,22862,18952,3399,7703,2182,334
HG00369,32598,23127,19025,3340,7698,2199,336
HG00371,32758,22923,19082,3391,7736,2215,334
HG00376,32623,22926,19023,3371,7702,2195,332
HG00620,32495,22165,19013,3344,7644,2158,336
HG00383,32427,22596,18841,3390,7653,2193,350
HG00625,32518,22487,19010,3382,7669,2125,332
HG00403,32533,22626,19010,3341,7686,2160,336
HG00632,32311,22137,19058,3261,7526,2145,321
HG00637,33819,24913,19524,3544,8055,2344,352
HG00410,32708,22641,19220,3377,7626,2164,321
HG00651,32415,22509,18995,3325,7603,2157,335
HG00422,32414,22149,19047,3326,7532,2173,336
HG00656,32395,22331,18979,3355,7581,2165,315
HG00542,32275,22170,18873,3300,7566,2198,338
HG00663,32522,22288,19125,3338,7560,2161,338
HG00554,33292,24182,19319,3526,7810,2287,350
HG00543,32452,22204,19042,3331,7611,2145,323
HG00559,32305,22159,18962,3354,7508,2145,336
HG00566,32321,22093,19015,3285,7532,2149,340
HG00581,32368,22151,19019,3313,7546,2129,361
HG00580,32501,22354,19121,3337,7560,2131,352
HG00593,32356,22332,18964,3324,7553,2169,346
HG00598,32344,22160,18920,3326,7582,2172,344
HG00592,32458,22500,19055,3303,7638,2140,322
HG00613,32277,22349,18932,3338,7570,2137,300
HG01077,34345,25194,19698,3553,8295,2422,377
HG01089,34142,25203,19721,3580,8124,2351,366
HG00446,32556,22518,19073,3350,7639,2151,343
HG01104,33222,23892,19187,3444,7943,2300,348
HG00458,32374,22370,18966,3292,7609,2175,332
HG01111,33430,24284,19385,3502,7914,2269,360
HG00472,32374,22257,18936,3330,7577,2218,313
HG00675,32528,22383,19026,3422,7618,2134,328
HG00530,32322,22243,19011,3285,7554,2144,328
HG00699,32252,22242,18899,3342,7546,2164,301
HG00732,33160,23588,19260,3456,7894,2201,349
HG00737,33447,24079,19340,3513,7971,2288,335
HG00707,32427,22198,19030,3331,7584,2163,319
HG00864,32498,22403,19024,3326,7639,2168,341
HG01130,33291,23911,19370,3427,7836,2324,334
HG00251,32727,23334,19102,3359,7680,2259,327
HG01142,34154,24923,19711,3653,8139,2307,344
HG00256,32548,22832,18953,3395,7673,2184,343
HG01161,34103,24922,19678,3632,8137,2322,334
HG00263,32441,22879,18949,3343,7652,2172,325
HG01173,33351,24093,19296,3476,7970,2269,340
HG00268,32544,22901,18999,3312,7695,2219,319
HG01046,32326,22006,18998,3352,7509,2140,327
HG00275,32433,22882,18953,3366,7588,2199,327
HG00282,32524,22848,18976,3415,7650,2143,340
HG01058,33773,24506,19482,3616,8038,2288,349
